"Message",Normal,"          P/Invoke 'CertDuplicateCertificateContext' resolved to 'CertDuplicateCertificateContext!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CertFreeCertificateContext' resolved to 'CertFreeCertificateContext!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CryptMsgGetParam' resolved to 'CryptMsgGetParam!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CryptMsgGetParam' resolved to 'CryptMsgGetParam!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'PFXImportCertStore' resolved to 'PFXImportCertStore!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CryptFindOIDInfo' resolved to 'CryptFindOIDInfo!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CoCreateInstance' resolved to 'CoCreateInstance!api-ms-win-core-com-l1-1-0.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CertGetCertificateContextProperty' resolved to 'CertGetCertificateContextProperty!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CertCloseStore' resolved to 'CertCloseStore!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CryptMsgClose' resolved to 'CryptMsgClose!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CertFindCertificateInStore' resolved to 'CertFindCertificateInStore!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CryptAcquireContextW' resolved to 'CryptAcquireContextW!advapi32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CertEnumCertificatesInStore' resolved to 'CertEnumCertificatesInStore!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'SysFreeString' resolved to 'SysFreeString!OleAut32' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'FormatMessageW' resolved to 'FormatMessageW!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CertGetNameStringW' resolved to 'CertGetNameStringW!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CertGetNameStringW' resolved to 'CertGetNameStringW!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'NCryptOpenKey' resolved to 'NCryptOpenKey!ncrypt.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'NCryptDeleteKey' resolved to 'NCryptDeleteKey!ncrypt.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'NCryptOpenStorageProvider' resolved to 'NCryptOpenStorageProvider!ncrypt.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CryptGetKeyParam' resolved to 'CryptGetKeyParam!advapi32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CryptFindOIDInfo' resolved to 'CryptFindOIDInfo!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CertGetCertificateChain' resolved to 'CertGetCertificateChain!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CryptGetDefaultProviderW' resolved to 'CryptGetDefaultProviderW!advapi32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CryptAcquireContextW' resolved to 'CryptAcquireContextW!advapi32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CryptGetUserKey' resolved to 'CryptGetUserKey!advapi32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CertVerifyCertificateChainPolicy' resolved to 'CertVerifyCertificateChainPolicy!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CertNameToStrW' resolved to 'CertNameToStrW!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CryptFormatObject' resolved to 'CryptFormatObject!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CertAddCertificateLinkToStore' resolved to 'CertAddCertificateLinkToStore!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CryptGetProvParam' resolved to 'CryptGetProvParam!advapi32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CryptDestroyKey' resolved to 'CryptDestroyKey!advapi32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'NCryptFreeObject' resolved to 'NCryptFreeObject!ncrypt.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CryptFormatObject' resolved to 'CryptFormatObject!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'GetNetworkParams' resolved to 'GetNetworkParams!iphlpapi.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'LocalAlloc' resolved to 'LocalAlloc!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CertOpenStore' resolved to 'CertOpenStore!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CryptImportPublicKeyInfoEx2' resolved to 'CryptImportPublicKeyInfoEx2!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'BCryptExportKey' resolved to 'BCryptExportKey!BCrypt.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CryptDecodeObject' resolved to 'CryptDecodeObject!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CertFreeCertificateChain' resolved to 'CertFreeCertificateChain!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CryptReleaseContext' resolved to 'CryptReleaseContext!advapi32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'LocalFree' resolved to 'LocalFree!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CertControlStore' resolved to 'CertControlStore!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'FormatMessageW' resolved to 'FormatMessageW!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'FormatMessageW' resolved to 'FormatMessageW!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'BCryptGetProperty' resolved to 'BCryptGetProperty!BCrypt.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'NCryptImportKey' resolved to 'NCryptImportKey!ncrypt.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'NCryptGetProperty' resolved to 'NCryptGetProperty!ncrypt.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CryptImportKey' resolved to 'CryptImportKey!advapi32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CryptSetProvParam' resolved to 'CryptSetProvParam!advapi32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'RoGetBufferMarshaler' resolved to 'RoGetBufferMarshaler!api-ms-win-core-winrt-robuffer-l1-1-0.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'BCryptDestroyKey' resolved to 'BCryptDestroyKey!BCrypt.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'NCryptSetProperty' resolved to 'NCryptSetProperty!ncrypt.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CryptDecodeObject' resolved to 'CryptDecodeObject!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CryptSetProvParam' resolved to 'CryptSetProvParam!advapi32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CertFindExtension' resolved to 'CertFindExtension!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CertGetValidUsages' resolved to 'CertGetValidUsages!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CertGetIntendedKeyUsage' resolved to 'CertGetIntendedKeyUsage!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CryptFindOIDInfo' resolved to 'CryptFindOIDInfo!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CryptGenKey' resolved to 'CryptGenKey!advapi32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'FormatMessageW' resolved to 'FormatMessageW!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CertVerifyTimeValidity' resolved to 'CertVerifyTimeValidity!crypt32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'BCryptCreateHash' resolved to 'BCryptCreateHash!BCrypt.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'BCryptGetProperty' resolved to 'BCryptGetProperty!BCrypt.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'BCryptOpenAlgorithmProvider' resolved to 'BCryptOpenAlgorithmProvider!BCrypt.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'BCryptCloseAlgorithmProvider' resolved to 'BCryptCloseAlgorithmProvider!BCrypt.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'BCryptDestroyHash' resolved to 'BCryptDestroyHash!BCrypt.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'FormatMessageW' resolved to 'FormatMessageW!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",High,"  Generating code..."
"Message",High,"  Interop code generated."
"Message",Normal,"  Written code to AssemblyInfo.g.cs"
"Message",Normal,"  Written code to Adapters.g.cs"
"Message",Normal,"  Written code to Data.g.cs"
"Message",Normal,"  Written code to Helpers.g.cs"
"Message",Normal,"  Written code to ImplTypes.g.cs"
"Message",Normal,"  Written code to PInvoke.g.cs"
"Message",Normal,"  Written code to SafeTypes.g.cs"
"Message",Normal,"  Written code to SharedStubs.g.cs"
"Message",Normal,"Running 'GenerateCodeAndCompile' transform, heap at 219 MB."
"Message",High,"Compiling interop code"
"Message",Normal,"Compiling generated source code: C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\microsoft.net.native.compiler\2.2.12-rel-31116-00\tools\csc\csc.exe /noconfig @""D:\Projects\LyricManager\LyricManager\obj\ARM64\Debug\ilc\intermediate\LyricManager.McgInterop.rsp"""
"Message",High,"Generating System.Reflection.DispatchProxy proxy code."
"Message",Normal,"Running 'ReducedCopyInitialize' transform, heap at 219 MB."
"Message",Normal,"Running 'ReducedCopyEmptyTypes' transform, heap at 237 MB."
"Message",Normal,"Running 'ReducedCopyPopulateTypes' transform, heap at 160 MB."
"Message",Normal,"Running 'ReducedCopyLateMetadata' transform, heap at 174 MB."
"Message",Normal,"Running 'ReducedCopyPassResourcesToMutableAssembly' transform, heap at 189 MB."
"Message",Normal,"Running 'ReducedCopyMethodBodies' transform, heap at 189 MB."
"Message",Normal,"Running 'ReducedCopyComplete' transform, heap at 210 MB."
"Message",Normal,"Running 'ReducedCopyCleanup' transform, heap at 243 MB."
"Message",Normal,"Running 'ComImportDetector' transform, heap at 243 MB."
"Message",Normal,"Running 'McgAccessor' transform, heap at 243 MB."
"Message",Normal,"Running 'McgRedirect' transform, heap at 244 MB."
"Message",Normal,"Running 'McgRedirect' transform, heap at 247 MB."
"Message",Normal,"Running 'McgTypeOf' transform, heap at 247 MB."
"Message",Normal,"Running 'EventSource' transform, heap at 251 MB."
"Message",Normal,"Running 'ValueType' transform, heap at 252 MB."
"Message",Normal,"Running 'Attribute' transform, heap at 252 MB."
"Message",Normal,"Running 'GetType' transform, heap at 252 MB."
"Message",Normal,"Running 'McgFixups' transform, heap at 252 MB."
"Message",Normal,"Running 'ResourceManagerCtor' transform, heap at 253 MB."
"Message",Normal,"Running 'TypeofTypeHandle' transform, heap at 253 MB."
"Message",Normal,"Running 'DispatchProxyIntrinsics' transform, heap at 212 MB."
"Message",Normal,"Running 'StaticInitData' transform, heap at 212 MB."
"Message",Normal,"Running 'Delegate' transform, heap at 220 MB."
"Message",Normal,"Running 'LazyGenerics' transform, heap at 221 MB."
"Message",Normal,"Running 'AddReflectionBlockedAttributes' transform, heap at 229 MB."
"Message",Normal,"Running 'DisableOptimization' transform, heap at 229 MB."
"Message",Normal,"Running 'ResourceExtractor' transform, heap at 229 MB."
"Message",Normal,"Running 'CreateMetadata' transform, heap at 230 MB."
"Message",Normal,"Running 'StartupCodeInjector' transform, heap at 241 MB."
"Message",Normal,"Running 'SaveRVAStatics' transform, heap at 241 MB."
"Message",Normal,"Running 'ReflectionInvoke' transform, heap at 242 MB."
"Message",Normal,"Running 'ScrubOpenCalls' transform, heap at 242 MB."
"Message",Normal,"Running 'ConvertCatchIntoFilter' transform, heap at 242 MB."
"Message",Normal,"Running 'ReflectionMappingInfoEmit' transform, heap at 243 MB."
"Message",Normal,"Running 'ReflectionIntrinsics' transform, heap at 243 MB."
"Message",Normal,"Running 'ConvertManagedWinMD' transform, heap at 244 MB."
"Message",Normal,"Running 'DebuggerGuidedStepThroughJmc' transform, heap at 244 MB."
"Message",Normal,"Running 'Reducer' transform, heap at 246 MB."
"Message",High,"Cleaning up unreferenced code"
"Message",Normal,"Running 'WriteAssemblies' transform, heap at 297 MB."
"Message",Normal,""
"Message",Normal,"Transform summary"
"Message",Normal,"    ms | heap delta | name"
"Message",Normal," 12998 |        171 | Analysis"
"Message",Normal,"  4165 |          0 | GenerateCodeAndCompile"
"Message",Normal,"  1653 |         -4 | Mcg"
"Message",Normal,"  1390 |        -31 | WriteAssemblies"
"Message",Normal,"  1383 |         51 | Reducer"
"Message",Normal,"   669 |         18 | ReducedCopyInitialize"
"Message",Normal,"   623 |         33 | ReducedCopyComplete"
"Message",Normal,"   329 |         21 | ReducedCopyMethodBodies"
"Message",Normal,"   280 |         15 | DumpNativeResources"
"Message",Normal,"   263 |         11 | CreateMetadata"
"Message",Normal,"   254 |         14 | ReducedCopyPopulateTypes"
"Message",Normal,"   209 |         15 | ReducedCopyLateMetadata"
"Message",Normal,"   174 |        -41 | TypeofTypeHandle"
"Message",Normal,"   145 |          8 | LazyGenerics"
"Message",Normal,"   125 |          4 | McgTypeOf"
"Message",Normal,"   111 |          3 | McgRedirect"
"Message",Normal,"   110 |          8 | StaticInitData"
"Message",Normal,"    70 |          0 | McgRedirect"
"Message",Normal,"    68 |        -77 | ReducedCopyEmptyTypes"
"Message",Normal,"    44 |          1 | SaveRVAStatics"
"Message",Normal,"    21 |          0 | GetType"
"Message",Normal,"    19 |          1 | McgFixups"
"Message",Normal,"    18 |          2 | DebuggerGuidedStepThroughJmc"
"Message",Normal,"    14 |          1 | Delegate"
"Message",Normal,"    11 |          1 | McgAccessor"
"Message",Normal,"    11 |          0 | DispatchProxyIntrinsics"
"Message",Normal,"     8 |          0 | ScrubOpenCalls"
"Message",Normal,"     7 |          1 | ReflectionIntrinsics"
"Message",Normal,"     6 |          0 | ValueType"
"Message",Normal,"     6 |          0 | ReflectionMappingInfoEmit"
"Message",Normal,"     5 |          0 | Attribute"
"Message",Normal,"     5 |          0 | ReflectionInvoke"
"Message",Normal,"     4 |          1 | EventSource"
"Message",Normal,"     4 |          0 | StartupCodeInjector"
"Message",Normal,"     3 |          0 | ReducedCopyCleanup"
"Message",Normal,"     3 |          1 | ConvertCatchIntoFilter"
"Message",Normal,"     2 |          1 | ResourceExtractor"
"Message",Normal,"     2 |          0 | AddReflectionBlockedAttributes"
"Message",Normal,"     2 |          0 | ReducedCopyPassResourcesToMutableAssembly"
"Message",Normal,"     1 |          0 | ResourceManagerCtor"
"Message",Normal,"     0 |          0 | ComImportDetector"
"Message",Normal,"     0 |          0 | ConvertManagedWinMD"
"Message",Normal,"     0 |          0 | DisableOptimization"
"Message",Low,"Done executing task ""RunILTransforms""."
"Message",Low,"Done building target ""RunILTransforms"" in file ""ILTransforms""."
"Message",Low,"Done building project ""ILTransforms""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""GenerateMDIL"" in file ""Nutc""."
"Message",Low,""
"Message",High,"Generating native code"
"Message",Low,"Done building target ""MDILPrepareMultiFile"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Done building target ""SetBinaryForReferences"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Task ""GenerateMDILGlobalAnalysis"""
"Message",Normal,"Launching 'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-arm64.microsoft.net.native.compiler\2.2.12-rel-31116-00\tools\ARM64\ilc\Tools64\nutc_driver.exe @""D:\Projects\LyricManager\LyricManager\obj\ARM64\Debug\ilc\intermediate\MDIL\LyricManager.rsp""'"
"Message",Low,"Assembly path: ILCompiler.Host.dll"
"Message",Low,"Managed type:  ILCompiler.ILCompilerHost"
"Message",Low,"Method name:   Initialize"
"Message",Low,"Arguments:     00007FFA5C4129F0"
"Message",Low,"Managed call succeeded, exit code: 00000000"
"Message",Low,"Scanning 1605 methods."
"Message",Low,"Scanning 3308 methods."
"Message",Low,"Scanning 1657 methods."
"Message",Low,"Scanning 1032 methods."
"Message",Low,"Scanning 684 methods."
"Message",Low,"Scanning 589 methods."
"Message",Low,"Scanning 420 methods."
"Message",Low,"Scanning 420 methods."
"Message",Low,"Scanning 414 methods."
"Message",Low,"Scanning 306 methods."
"Message",Low,"Scanning 130 methods."
"Message",Low,"Scanning 62 methods."
"Message",Low,"Scanning 44 methods."
"Message",Low,"Scanning 43 methods."
"Message",Low,"Scanning 73 methods."
"Message",Low,"Scanning 85 methods."
"Message",Low,"Scanning 83 methods."
"Message",Low,"Scanning 37 methods."
"Message",Low,"Scanning 15 methods."
"Message",Low,"Scanning 9 methods."
"Message",Low,"Compiling 11016 methods."
"Message",Low,"Emitting Object File"
"Message",Low,"Successfully generated 'D:\Projects\LyricManager\LyricManager\obj\ARM64\Debug\ilc\intermediate\MDIL\LyricManager.obj'"
"Message",Low,"Microsoft (R) MDIL Compiler - Version 2.2.31116.00"
"Message",Low,"Copyright (c) Microsoft Corporation.  All rights reserved."
"Message",Normal,"'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-arm64.microsoft.net.native.compiler\2.2.12-rel-31116-00\tools\ARM64\ilc\Tools64\nutc_driver.exe @""D:\Projects\LyricManager\LyricManager\obj\ARM64\Debug\ilc\intermediate\MDIL\LyricManager.rsp""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |       16 |    18703 |    18703 |    18687 |    18703 | [0] Nutc GlobalAnalysis"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       18703 ms"
"Message",Normal,"System time per command: 18703 ms"
"Message",Normal,"Total duration:          18687 ms"
"Message",Normal,"Total lifetime:          18703 ms"
"Message",Normal,"Requested DOP:           8"
"Message",Normal,"Duration DOP:            1.0"
"Message",Normal,"Lifetime DOP:            1.0"
"Message",Low,"Done executing task ""GenerateMDILGlobalAnalysis""."
"Message",Low,"Done building target ""GenerateMDILGlobalAnalysis"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Task ""rc"""
